"Dossier : LAB24-5670","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","",""
"N° Laboratoire","Réf échantillon","N° FR","Exploitant - parcelle","Date de prélèvement","Nature"," Argile (déc) (o/oo) g/kg "," Limon Fin (déc) (o/oo) g/kg "," Limon Grossier (déc) (o/oo) g/kg "," Sable Fin (déc) (o/oo) g/kg "," Sable Grossier (déc) (o/oo) g/kg "," pH eau - "," Carbonates totaux g/kg "," Carb. organique (o/oo) g/kg "," Matière organique (o/oo) g/kg "," Azote total (o/oo) g/kg "," C/N - "," P2O5 Olsen (o/oo) g/kg "," Cu DTPA mg/kg "," Zn DTPA mg/kg "," Ni DTPA mg/kg "," Cu total ER (mg/Kg) "," Ni total ER (mg/Kg) "," Pb total ER (mg/Kg) "," Zn total ER (mg/Kg) "
"T-02471-24","CpPl_04Vol","WW 847895","UNIV PAUL VALERY CpPl_04Vol","2/5/2024","TERRES","212","132","81.4","140","435","8.2","229","19.0","32.9","1.6","11.6","0.072","11.5","4.1","0.26","52.1","18.3","31.6","63.3"
"T-02472-24","CpPl_05Vol","WW 847897","UNIV PAUL VALERY CpPl_05Vol","2/5/2024","TERRES","193","117","96.0","165","430","8.4","233","16.7","28.9","1.5","10.8","0.068","17.9","4.6","0.44","53.6","16.6","27.5","56.3"
"T-02473-24","CpPl_06Vol","WW 847899","UNIV PAUL VALERY CpPl_06Vol","2/5/2024","TERRES","254","122","106","188","330","8.2","289","34.6","59.9","2.5","13.6","0.093","11.0","10.4","0.49","46.1","16.5","27.6","69.2"
"T-02474-24","CpPl_08Mer","WW 847901","UNIV PAUL VALERY CpPl_08Mer","2/5/2024","TERRES","126","65.4","65.4","152","591","8.2","210","21.2","36.7","1.8","12.0","0.077","3.3","3.0","0.25","17.1","9.9","18.5","38.4"
"T-02475-24","CpPl_09Mer","WW 847903","UNIV PAUL VALERY CpPl_09Mer","2/5/2024","TERRES","339","155","142","209","155","8.3","421","30.3","52.4","3.0","10.1","0.22","10.7","12.1","0.55","54.5","18.9","60.1","96.8"
"T-02476-24","CpPl_10Mer","WW 847905","UNIV PAUL VALERY CpPl_10Mer","2/5/2024","TERRES","352","148","142","196","162","8.3","403","28.2","48.8","2.8","10.2","0.22","9.6","9.3","0.45","46.5","16.0","46.2","74.3"
"T-02477-24","CpPl_11Kur","WW 847907","UNIV PAUL VALERY CpPl_11Kur","2/5/2024","TERRES","392","152","112","162","182","8.5","417","39.4","68.2","3.7","10.7","0.11","6.1","11.3","0.62","38.5","18.1","30.7","75.2"
"T-02478-24","CpPl_12Kur","WW 847909","UNIV PAUL VALERY CpPl_12Kur","2/5/2024","TERRES","373","149","108","170","201","8.4","528","47.0","81.4","3.6","13.2","0.11","5.2","11.2","0.65","28.4","17.7","97.2","73.2"
"T-02479-24","CpPl_13Kur","WW 847911","UNIV PAUL VALERY CpPl_13Kur","2/5/2024","TERRES","401","164","115","175","144","8.5","477","42.4","73.4","4.1","10.4","0.11","6.5","13.4","0.58","39.0","18.5","30.6","126"
"T-02480-24","CpPl_14Kur","WW 847913","UNIV PAUL VALERY CpPl_14Kur","2/5/2024","TERRES","400","158","124","168","151","8.5","480","39.1","67.6","3.7","10.5","0.11","6.8","12.7","0.50","38.6","17.9","28.6","76.5"
"T-02481-24","CpPl_15Gal","WW 847915","UNIV PAUL VALERY CpPl_15Gal","2/5/2024","TERRES","382","136","99.2","172","211","8.4","509","46.1","79.8","4.0","11.6","0.12","5.7","13.6","0.57","31.7","17.0","30.2","77.7"
"T-02482-24","CpPl_16Gal","WW 847917","UNIV PAUL VALERY CpPl_16Gal","2/5/2024","TERRES","379","145","101","194","182","8.3","529","30.2","52.2","3.0","10.1","0.099","7.8","12.3","0.47","34.5","17.0","27.3","71.6"
"","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","",""
"Dossier : LAB24-5665","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","",""
"N° Laboratoire","Réf échantillon","N° FR","Exploitant - parcelle","Date de prélèvement","Nature"," Argile (déc) (o/oo) g/kg "," Limon Fin (déc) (o/oo) g/kg "," Limon Grossier (déc) (o/oo) g/kg "," Sable Fin (déc) (o/oo) g/kg "," Sable Grossier (déc) (o/oo) g/kg "," pH eau - "," Carbonates totaux g/kg "," Carb. organique (o/oo) g/kg "," Matière organique (o/oo) g/kg "," Azote total (o/oo) g/kg "," C/N - "," P2O5 Olsen (o/oo) g/kg "," Cu DTPA mg/kg "," Zn DTPA mg/kg "," Ni DTPA mg/kg "," Cu total ER (mg/Kg) "," Ni total ER (mg/Kg) "," Pb total ER (mg/Kg) "," Zn total ER (mg/Kg) "
"T-02462-24","CpUt_38Pri","WW 847877","UNIV PAUL VALERY CpUt_38Pri","2/5/2024","TERRES","414","291","243","85.4","< 5","8.8","581","6.5","11.3","0.69","9.4","0.027","19.6","4.8","0.15","10.2","21.4","12.7","36.8"
"","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","",""
"Dossier : LAB24-5664","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","",""
"N° Laboratoire","Réf échantillon","N° FR","Exploitant - parcelle","Date de prélèvement","Nature"," Argile (déc) (o/oo) g/kg "," Limon Fin (déc) (o/oo) g/kg "," Limon Grossier (déc) (o/oo) g/kg "," Sable Fin (déc) (o/oo) g/kg "," Sable Grossier (déc) (o/oo) g/kg "," pH eau - "," Carbonates totaux g/kg "," Carb. organique (o/oo) g/kg "," Matière organique (o/oo) g/kg "," Azote total (o/oo) g/kg "," C/N - "," P2O5 Olsen (o/oo) g/kg "," Cu DTPA mg/kg "," Zn DTPA mg/kg "," Ni DTPA mg/kg "," Cu total ER (mg/Kg) "," Ni total ER (mg/Kg) "," Pb total ER (mg/Kg) "," Zn total ER (mg/Kg) "
"T-02443-24","CpUt_21Cab","WW 847839","UNIV PAUL VALERY CpUt_21Cab","2/5/2024","TERRES","421","160","183","145","92.1","8.5","235","20.3","35.1","1.6","12.8","0.025","25.5","2.0","0.35","91.4","21.0","23.3","45.1"
"T-02444-24","CpUt_22Cab","WW 847841","UNIV PAUL VALERY CpUt_22Cab","2/5/2024","TERRES","439","115","106","146","194","8.4","217","11.9","20.6","0.88","13.5","0.011","4.8","1.0","0.37","25.7","34.4","21.3","56.6"
"T-02445-24","CpUt_25Dau","WW 847843","UNIV PAUL VALERY CpUt_25Dau","2/5/2024","TERRES","255","172","191","327","55.5","8.4","397","9.0","15.6","0.67","13.4","0.006","1.3","1.7","0.23","9.9","17.7","11.4","30.6"
"T-02446-24","CpUt_26Dau","WW 847845","UNIV PAUL VALERY CpUt_26Dau","2/5/2024","TERRES","250","189","207","274","80.1","8.4","344","10.5","18.2","0.81","13.0","0.014","9.8","1.4","0.48","32.0","19.3","23.6","37.7"
"T-02447-24","CpUt_27Sib","WW 847847","UNIV PAUL VALERY CpUt_27Sib","2/5/2024","TERRES","232","106","123","189","350","8.5","272","18.6","32.2","1.8","10.2","0.033","12.7","5.1","0.32","41.1","13.2","50.0","52.3"
"T-02448-24","CpUt_28Sib","WW 847849","UNIV PAUL VALERY CpUt_28Sib","2/5/2024","TERRES","203","94.7","98.0","193","411","8.4","264","21.9","37.8","2.1","10.6","0.040","14.1","5.8","0.35","41.1","12.0","49.0","50.9"
"T-02449-24","CpUt_29Hei","WW 847851","UNIV PAUL VALERY CpUt_29Hei","2/5/2024","TERRES","206","83.2","86.4","172","453","8.5","261","17.6","30.4","2.3","7.5","0.034","10.4","6.1","0.31","34.2","12.5","44.1","52.1"
"T-02450-24","CpUt_30Hei","WW 847853","UNIV PAUL VALERY CpUt_30Hei","2/5/2024","TERRES","255","97.6","101","224","323","8.4","375","22.1","38.3","1.8","12.0","0.045","13.5","9.5","0.38","90.2","13.7","60.8","69.1"
"T-02451-24","CpUt_31Dic","WW 847855","UNIV PAUL VALERY CpUt_31Dic","2/5/2024","TERRES","220","85.6","102","405","187","8.4","252","24.7","42.8","1.7","14.3","0.049","10.7","8.1","0.26","41.8","14.9","51.8","58.0"
"T-02452-24","CpUt_32Dic","WW 847857","UNIV PAUL VALERY CpUt_32Dic","2/5/2024","TERRES","216","87.0","97.3","351","249","8.4","375","16.9","29.3","1.6","10.7","0.022","23.0","5.0","0.18","67.4","11.9","59.2","48.8"
"T-02453-24","CpUt_33Dic","WW 847859","UNIV PAUL VALERY CpUt_33Dic","2/5/2024","TERRES","231","99.0","104","350","216","8.6","357","15.6","26.9","1.4","10.8","0.047","9.6","3.7","0.20","37.3","12.6","74.1","41.8"
"T-02454-24","CpUt_35Aqu","WW 847861","UNIV PAUL VALERY CpUt_35Aqu","2/5/2024","TERRES","249","121","117","217","297","8.4","298","20.6","35.7","2.5","8.1","0.040","12.8","5.7","0.33","46.1","15.4","102","58.2"
"T-02455-24","CpUt_36Pri","WW 847863","UNIV PAUL VALERY CpUt_36Pri","2/5/2024","TERRES","433","171","121","187","87.8","8.5","563","18.4","31.8","1.6","11.5","0.11","4.0","4.8","0.13","30.2","17.4","19.0","42.7"
"T-02456-24","CpUt_37Pri","WW 847865","UNIV PAUL VALERY CpUt_37Pri","2/5/2024","TERRES","437","199","141","183","40.8","8.6","569","9.2","15.9","0.71","12.9","0.010","1.8","1.8","0.16","11.5","18.1","11.1","26.4"
"T-02457-24","CpUt_39San","WW 847867","UNIV PAUL VALERY CpUt_39San","2/5/2024","TERRES","420","180","134","173","93.2","8.4","485","14.0","24.2","1.6","8.6","0.011","23.4","52.2","0.31","71.7","21.8","63.0","251"
"T-02458-24","CpUt_40San","WW 847869","UNIV PAUL VALERY CpUt_40San","2/5/2024","TERRES","371","151","124","194","160","8.4","502","29.8","51.5","2.2","13.8","0.067","6.6","8.6","0.46","32.9","17.8","31.7","54.6"
"T-02459-24","CpUt_41San","WW 847871","UNIV PAUL VALERY CpUt_41San","2/5/2024","TERRES","323","143","165","297","72.5","8.7","312","19.5","33.7","1.4","13.9","0.018","16.7","4.0","0.54","62.5","23.7","89.5","54.1"
"T-02460-24","CpUt_42San","WW 847873","UNIV PAUL VALERY CpUt_42San","2/5/2024","TERRES","305","130","150","244","170","8.6","327","13.0","22.5","1.0","12.5","0.016","10.2","9.0","0.20","47.2","24.2","135","114"
"T-02461-24","CpUt_43San","WW 847875","UNIV PAUL VALERY CpUt_43San","2/5/2024","TERRES","245","119","55.8","448","132","8.8","214","11.7","20.2","1.2","9.7","0.011","1.7","1.5","0.20","77.4","28.4","45.9","69.1"
"","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","",""
"Dossier : LAB24-5663","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","",""
"N° Laboratoire","Réf échantillon","N° FR","Exploitant - parcelle","Date de prélèvement","Nature"," Argile (déc) (o/oo) g/kg "," Limon Fin (déc) (o/oo) g/kg "," Limon Grossier (déc) (o/oo) g/kg "," Sable Fin (déc) (o/oo) g/kg "," Sable Grossier (déc) (o/oo) g/kg "," pH eau - "," Carbonates totaux g/kg "," Carb. organique (o/oo) g/kg "," Matière organique (o/oo) g/kg "," Azote total (o/oo) g/kg "," C/N - "," P2O5 Olsen (o/oo) g/kg "," Cu DTPA mg/kg "," Zn DTPA mg/kg "," Ni DTPA mg/kg "," Cu total ER (mg/Kg) "," Ni total ER (mg/Kg) "," Pb total ER (mg/Kg) "," Zn total ER (mg/Kg) "
"T-02423-24","CpUt_01Bou","WW 847799","UNIV PAUL VALERY CpUt_01Bou","2/5/2024","TERRES","206","118","69.2","142","465","8.3","393","41.9","72.5","1.2","33.7","0.044","6.9","3.7","0.40","30.4","12.6","17.9","40.2"
"T-02424-24","CpUt_02Bou","WW 847801","UNIV PAUL VALERY CpUt_02Bou","2/5/2024","TERRES","183","123","87.5","145","460","8.4","206","25.8","44.7","1.5","17.8","0.055","13.9","3.6","0.36","61.4","17.6","23.7","49.9"
"T-02425-24","CpUt_03Bou","WW 847803","UNIV PAUL VALERY CpUt_03Bou","2/5/2024","TERRES","153","106","89.2","143","509","8.1","181","20.5","35.5","1.5","14.0","0.064","17.7","3.3","0.39","66.4","14.6","20.1","42.8"
"T-02426-24","CpUt_04Bou","WW 847805","UNIV PAUL VALERY CpUt_04Bou","2/5/2024","TERRES","357","131","94.5","128","289","8.4","738","20.7","35.9","1.6","13.3","0.040","4.8","9.1","0.30","19.7","11.3","12.7","60.9"
"T-02427-24","CpUt_05Bou","WW 847807","UNIV PAUL VALERY CpUt_05Bou","2/5/2024","TERRES","488","71.5","59.6","62.4","319","8.6","898","13.4","23.2","0.73","18.4","0.012","0.52","2.1","0.13","4.5","10.1","4.2","33.5"
"T-02428-24","CpUt_06Vol","WW 847809","UNIV PAUL VALERY CpUt_06Vol","2/5/2024","TERRES","302","138","98.5","184","278","8.4","394","27.5","47.5","2.2","12.7","0.071","9.8","10.3","0.69","33.9","14.1","25.6","48.1"
"T-02429-24","CpUt_07Vol","WW 847811","UNIV PAUL VALERY CpUt_07Vol","2/5/2024","TERRES","338","138","95.2","220","210","8.2","446","34.8","60.2","2.8","12.6","0.11","6.4","15.6","0.73","34.5","16.1","30.1","64.0"
"T-02430-24","CpUt_08Vol","WW 847813","UNIV PAUL VALERY CpUt_08Vol","2/5/2024","TERRES","247","141","97.8","179","335","8.3","315","29.8","51.6","2.1","14.1","0.065","13.3","8.1","0.56","47.6","16.8","25.4","57.4"
"T-02431-24","CpUt_09Mer","WW 847815","UNIV PAUL VALERY CpUt_09Mer","2/5/2024","TERRES","297","138","122","210","232","7.9","356","30.9","53.4","2.9","10.7","0.19","9.2","12.2","0.67","47.3","16.9","27.2","62.7"
"T-02432-24","CpUt_10Mer","WW 847817","UNIV PAUL VALERY CpUt_10Mer","2/5/2024","TERRES","128","58.7","83.3","165","565","8.3","244","23.9","41.4","1.7","14.3","0.079","3.2","3.2","0.33","17.7","10.1","16.1","34.7"
"T-02433-24","CpUt_11Kur","WW 847819","UNIV PAUL VALERY CpUt_11Kur","2/5/2024","TERRES","364","134","131","217","155","8.7","539","43.6","75.4","3.7","11.9","0.11","4.9","13.7","0.67","35.2","17.1","28.3","69.3"
"T-02434-24","CpUt_12Lou","WW 847821","UNIV PAUL VALERY CpUt_12Lou","2/5/2024","TERRES","325","150","151","300","74.2","8.5","238","35.9","62.0","1.8","20.0","0.11","13.9","5.2","0.36","54.3","24.1","25.6","59.5"
"T-02435-24","CpUt_13Lou","WW 847823","UNIV PAUL VALERY CpUt_13Lou","2/5/2024","TERRES","381","147","125","234","113","8.6","367","14.2","24.6","1.0","14.0","0.015","10.2","2.4","0.36","38.7","22.7","20.3","43.5"
"T-02436-24","CpUt_14Lou","WW 847825","UNIV PAUL VALERY CpUt_14Lou","2/5/2024","TERRES","361","144","137","228","130","8.5","344","22.9","39.6","1.4","16.2","0.030","10.2","3.1","0.54","39.6","22.1","23.9","48.4"
"T-02437-24","CpUt_15Rob","WW 847827","UNIV PAUL VALERY CpUt_15Rob","2/5/2024","TERRES","438","165","122","165","110","8.7","707","15.0","25.9","0.86","17.4","0.018","8.8","2.3","0.34","30.7","16.2","12.2","26.4"
"T-02438-24","CpUt_16Rob","WW 847829","UNIV PAUL VALERY CpUt_16Rob","2/5/2024","TERRES","316","147","135","190","211","8.5","494","27.4","47.4","1.4","20.0","0.026","7.6","3.2","0.60","24.4","15.7","16.4","35.1"
"T-02439-24","CpUt_17Rob","WW 847831","UNIV PAUL VALERY CpUt_17Rob","2/5/2024","TERRES","314","129","86.0","178","293","8.6","433","21.4","37.0","1.2","17.8","0.014","6.9","4.0","0.44","34.7","41.6","19.5","47.1"
"T-02440-24","CpUt_18Rob","WW 847833","UNIV PAUL VALERY CpUt_18Rob","2/5/2024","TERRES","378","130","121","188","183","8.7","730","12.1","21.0","0.97","12.6","0.028","5.0","2.5","0.35","14.2","9.9","7.8","21.4"
"T-02441-24","CpUt_19Sun","WW 847835","UNIV PAUL VALERY CpUt_19Sun","2/5/2024","TERRES","257","102","129","272","241","8.6","349","10.7","18.5","1.4","7.8","0.009","8.6","4.4","0.22","29.5","14.5","24.1","41.9"
"T-02442-24","CpUt_20Cas","WW 847837","UNIV PAUL VALERY CpUt_20Cas","2/5/2024","TERRES","223","119","110","317","231","8.6","393","12.7","22.0","1.3","9.9","0.017","12.4","1.8","0.27","44.1","12.7","17.8","28.9"
